date,shelter_city,sector,total_occupancy,total_capacity
2017-02-03,North York,family,1497,1478
2017-02-03,Scarborough,women,1027,2472
2017-02-03,Scarborough,men,1814,783
2017-02-03,Scarborough,youth,2378,1361
2017-02-03,Scarborough,co-ed,584,1842
2017-02-03,Scarborough,family,1940,1864
2017-02-03,Etobicoke,women,1737,904
2017-02-03,Etobicoke,men,1885,2987
2017-02-03,Etobicoke,youth,754,3029
2017-02-03,Etobicoke,co-ed,1685,1097
2017-02-03,Etobicoke,family,1228,1207
2017-02-04,Toronto,women,1653,1714
2017-02-04,Toronto,men,1579,2466
2017-02-04,Toronto,youth,1908,1931
2017-02-04,Toronto,co-ed,976,2485
2017-02-04,Toronto,family,1429,2564
2017-02-04,North York,women,2038,2226
2017-02-04,North York,men,422,1510
2017-02-04,North York,youth,2824,2172
2017-02-04,North York,co-ed,1330,1298
2017-02-04,North York,family,1574,1589
2017-02-04,Scarborough,women,2219,1221
2017-02-04,Scarborough,men,1620,1780
2017-02-04,Scarborough,youth,1655,2020
2017-02-04,Scarborough,co-ed,242,1774
2017-02-04,Scarborough,family,1758,1597
2017-02-04,Etobicoke,women,1634,1769
2017-02-04,Etobicoke,men,1381,1357
2017-02-04,Etobicoke,youth,1704,1536
2017-02-04,Etobicoke,co-ed,1685,1141
2017-02-04,Etobicoke,family,1824,1194
2017-02-05,Toronto,women,1504,2242
2017-02-05,Toronto,men,1988,1325
2017-02-05,Toronto,youth,724,2112
2017-02-05,Toronto,co-ed,1818,1039
2017-02-05,Toronto,family,1215,1895
2017-02-05,North York,women,856,2213
2017-02-05,North York,men,1868,1963
2017-02-05,North York,youth,1619,823
2017-02-05,North York,co-ed,1632,1603
2017-02-05,North York,family,1680,894
2017-02-05,Scarborough,women,1760,1864
2017-02-05,Scarborough,men,1828,878
2017-02-05,Scarborough,youth,1921,1026
2017-02-05,Scarborough,co-ed,1543,1298
2017-02-05,Scarborough,family,1196,2352
2017-02-05,Etobicoke,women,1743,1127
2017-02-05,Etobicoke,men,835,1784
2017-02-05,Etobicoke,youth,2956,2178
2017-02-05,Etobicoke,co-ed,1230,1762
2017-02-05,Etobicoke,family,2174,999
2017-02-06,Toronto,women,1540,1819
2017-02-06,Toronto,men,1216,1825
2017-02-06,Toronto,youth,1120,1769
2017-02-06,Toronto,co-ed,2210,1660
2017-02-06,Toronto,family,1354,1773
2017-02-06,North York,women,1308,1431
2017-02-06,North York,men,1746,2131
2017-02-06,North York,youth,1323,1373
2017-02-06,North York,co-ed,912,1647
2017-02-06,North York,family,1624,2991
2017-02-06,Scarborough,women,1462,1913
2017-02-06,Scarborough,men,845,1786
2017-02-06,Scarborough,youth,838,1982
2017-02-06,Scarborough,co-ed,710,2506
2017-02-06,Scarborough,family,1004,1589
2017-02-06,Etobicoke,women,1837,2628
2017-02-06,Etobicoke,men,1310,1830
2017-02-06,Etobicoke,youth,1271,2208
2017-02-06,Etobicoke,co-ed,1565,2138
2017-02-06,Etobicoke,family,1397,1132
2017-02-07,Toronto,women,1900,1355
2017-02-07,Toronto,men,1627,2334
2017-02-07,Toronto,youth,2083,1916
2017-02-07,Toronto,co-ed,1324,1874
2017-02-07,Toronto,family,1935,2140
2017-02-07,North York,women,821,2636
2017-02-07,North York,men,1432,1937
2017-02-07,North York,youth,1523,1718
2017-02-07,North York,co-ed,2461,1296
2017-02-07,North York,family,1690,2685
2017-02-07,Scarborough,women,1150,2420
2017-02-07,Scarborough,men,2136,2453
2017-02-07,Scarborough,youth,2157,1239
2017-02-07,Scarborough,co-ed,2263,2094
2017-02-07,Scarborough,family,994,1754
2017-02-07,Etobicoke,women,1008,1580
2017-02-07,Etobicoke,men,1475,1732
2017-02-07,Etobicoke,youth,2029,1960
2017-02-07,Etobicoke,co-ed,2678,1649
2017-02-07,Etobicoke,family,1881,1216
2017-02-08,Toronto,women,446,1722
2017-02-08,Toronto,men,202,1431
2017-02-08,Toronto,youth,869,1393
2017-02-08,Toronto,co-ed,2127,1483
2017-02-08,Toronto,family,1464,1478
2017-02-08,North York,women,1649,2088
2017-02-08,North York,men,2270,2614
2017-02-08,North York,youth,1453,2017
2017-02-08,North York,co-ed,732,2012
2017-02-08,North York,family,587,2605
2017-02-08,Scarborough,women,2187,2093
2017-02-08,Scarborough,men,1466,1157
2017-02-08,Scarborough,youth,2208,1574
2017-02-08,Scarborough,co-ed,1017,2341
2017-02-08,Scarborough,family,2412,2007
2017-02-08,Etobicoke,women,1778,1203
2017-02-08,Etobicoke,men,2234,886
2017-02-08,Etobicoke,youth,1842,1315
2017-02-08,Etobicoke,co-ed,1270,2811
2017-02-08,Etobicoke,family,2386,1695
2017-02-09,Toronto,women,1722,2219
2017-02-09,Toronto,men,1473,3027
2017-02-09,Toronto,youth,1529,1903
2017-02-09,Toronto,co-ed,740,2670
2017-02-09,Toronto,family,1117,2130
2017-02-09,North York,women,1657,2330
2017-02-09,North York,men,1471,1273
2017-02-09,North York,youth,1665,2486
2017-02-09,North York,co-ed,1472,1505
2017-02-09,North York,family,2278,1864
2017-02-09,Scarborough,women,1138,2547
2017-02-09,Scarborough,men,851,935
2017-02-09,Scarborough,youth,1530,1356
2017-02-09,Scarborough,co-ed,1434,1667
2017-02-09,Scarborough,family,1518,2278
2017-02-09,Etobicoke,women,1077,2208
2017-02-09,Etobicoke,men,1514,1651
2017-02-09,Etobicoke,youth,779,1443
2017-02-09,Etobicoke,co-ed,1718,2154
2017-02-09,Etobicoke,family,1311,1760
2017-02-10,Toronto,women,1407,1533
2017-02-10,Toronto,men,1939,1092
2017-02-10,Toronto,youth,1002,1709
2017-02-10,Toronto,co-ed,2380,2180
2017-02-10,Toronto,family,1888,677
2017-02-10,North York,women,1375,2079
2017-02-10,North York,men,2036,2562
2017-02-10,North York,youth,2481,1978
2017-02-10,North York,co-ed,1421,989
2017-02-10,North York,family,1143,1756
2017-02-10,Scarborough,women,1043,2141
2017-02-10,Scarborough,men,1640,2010
2017-02-10,Scarborough,youth,2040,2604
2017-02-10,Scarborough,co-ed,1311,1051
2017-02-10,Scarborough,family,1683,1506
2017-02-10,Etobicoke,women,1033,994
2017-02-10,Etobicoke,men,1567,2064
2017-02-10,Etobicoke,youth,1987,1401
2017-02-10,Etobicoke,co-ed,1031,1075
2017-02-10,Etobicoke,family,2144,2242
2017-02-11,Toronto,women,2395,1404
2017-02-11,Toronto,men,1363,941
2017-02-11,Toronto,youth,1085,1518
2017-02-11,Toronto,co-ed,1209,1654
2017-02-11,Toronto,family,1548,1652
2017-02-11,North York,women,2098,1953
2017-02-11,North York,men,1459,1959
2017-02-11,North York,youth,1643,1770
2017-02-11,North York,co-ed,1684,667
2017-02-11,North York,family,1776,1956
2017-02-11,Scarborough,women,1269,1719
2017-02-11,Scarborough,men,2113,1681
2017-02-11,Scarborough,youth,1272,1395
2017-02-11,Scarborough,co-ed,2247,1746
2017-02-11,Scarborough,family,2267,515
2017-02-11,Etobicoke,women,1525,2991
2017-02-11,Etobicoke,men,1144,1589
2017-02-11,Etobicoke,youth,699,1014
2017-02-11,Etobicoke,co-ed,1607,1645
2017-02-11,Etobicoke,family,1596,1149
2017-02-12,Toronto,women,1338,1536
2017-02-12,Toronto,men,1998,827
2017-02-12,Toronto,youth,1639,1587
2017-02-12,Toronto,co-ed,1881,2020
2017-02-12,Toronto,family,1013,1979
2017-02-12,North York,women,2002,901
2017-02-12,North York,men,2040,1818
2017-02-12,North York,youth,911,1707
2017-02-12,North York,co-ed,1391,1301
2017-02-12,North York,family,2437,1129
2017-02-12,Scarborough,women,1463,1259
2017-02-12,Scarborough,men,1702,2237
2017-02-12,Scarborough,youth,1811,1056
2017-02-12,Scarborough,co-ed,2348,1953
2017-02-12,Scarborough,family,1275,1252
2017-02-12,Etobicoke,women,1674,1308
2017-02-12,Etobicoke,men,1198,2382
2017-02-12,Etobicoke,youth,2328,2368
2017-02-12,Etobicoke,co-ed,1612,1566
2017-02-12,Etobicoke,family,1694,1716
2017-02-13,Toronto,women,1556,2269
2017-02-13,Toronto,men,1646,1139
2017-02-13,Toronto,youth,2056,1663
2017-02-13,Toronto,co-ed,1218,1493
2017-02-13,Toronto,family,1789,1788
2017-02-13,North York,women,1950,2481
2017-02-13,North York,men,1792,2141
2017-02-13,North York,youth,1814,1962
2017-02-13,North York,co-ed,1351,1114
2017-02-13,North York,family,1559,2085
2017-02-13,Scarborough,women,1826,2238
2017-02-13,Scarborough,men,1515,1773
2017-02-13,Scarborough,youth,1556,1965
2017-02-13,Scarborough,co-ed,2530,2580
2017-02-13,Scarborough,family,2342,1760
2017-02-13,Etobicoke,women,1437,2041
2017-02-13,Etobicoke,men,2190,1201
2017-02-13,Etobicoke,youth,1495,2443
2017-02-13,Etobicoke,co-ed,1202,1755
2017-02-13,Etobicoke,family,1775,1966
2017-02-14,Toronto,women,1483,652
2017-02-14,Toronto,men,1618,2036
2017-02-14,Toronto,youth,1401,1670
2017-02-14,Toronto,co-ed,1268,1719
2017-02-14,Toronto,family,1385,2077
2017-02-14,North York,women,1511,1463
2017-02-14,North York,men,1904,2037
2017-02-14,North York,youth,1101,672
2017-02-14,North York,co-ed,2617,2081
2017-02-14,North York,family,2405,1856
2017-02-14,Scarborough,women,1087,1663
2017-02-14,Scarborough,men,779,1975
2017-02-14,Scarborough,youth,1634,1879
2017-02-14,Scarborough,co-ed,2492,2536
2017-02-14,Scarborough,family,2121,1341
2017-02-14,Etobicoke,women,2229,3150
2017-02-14,Etobicoke,men,1407,1769
2017-02-14,Etobicoke,youth,1764,1798
2017-02-14,Etobicoke,co-ed,1305,2342
2017-02-14,Etobicoke,family,1891,2262
2017-02-15,Toronto,women,1378,2455
2017-02-15,Toronto,men,971,2768
2017-02-15,Toronto,youth,1829,1905
2017-02-15,Toronto,co-ed,1301,2013
2017-02-15,Toronto,family,1833,1494
2017-02-15,North York,women,1773,572
2017-02-15,North York,men,2334,1669
2017-02-15,North York,youth,2341,1461
2017-02-15,North York,co-ed,2242,929
2017-02-15,North York,family,2058,2377
2017-02-15,Scarborough,women,2051,1527
2017-02-15,Scarborough,men,1689,2045
2017-02-15,Scarborough,youth,523,1919
2017-02-15,Scarborough,co-ed,1996,1304
2017-02-15,Scarborough,family,1646,2179
2017-02-15,Etobicoke,women,1274,1437
2017-02-15,Etobicoke,men,1703,2080
2017-02-15,Etobicoke,youth,1345,1149
2017-02-15,Etobicoke,co-ed,931,2044
2017-02-15,Etobicoke,family,2243,2616
2017-02-16,Toronto,women,1247,994
2017-02-16,Toronto,men,1370,1494
2017-02-16,Toronto,youth,2076,1878
2017-02-16,Toronto,co-ed,1927,1712
2017-02-16,Toronto,family,1264,1628
2017-02-16,North York,women,1615,1582
2017-02-16,North York,men,1343,1555
2017-02-16,North York,youth,2521,974
2017-02-16,North York,co-ed,593,2299
2017-02-16,North York,family,1620,2900
2017-02-16,Scarborough,women,1575,1177
2017-02-16,Scarborough,men,1840,1416
2017-02-16,Scarborough,youth,2103,2162
2017-02-16,Scarborough,co-ed,1722,2239
2017-02-16,Scarborough,family,2422,844
2017-02-16,Etobicoke,women,664,1289
2017-02-16,Etobicoke,men,1048,2321
2017-02-16,Etobicoke,youth,2114,1111
2017-02-16,Etobicoke,co-ed,1869,1959
2017-02-16,Etobicoke,family,2137,1892
2017-02-17,Toronto,women,2062,1840
2017-02-17,Toronto,men,1507,2165
2017-02-17,Toronto,youth,1025,774
2017-02-17,Toronto,co-ed,1708,1695
2017-02-17,Toronto,family,948,1753
2017-02-17,North York,women,1269,1876
2017-02-17,North York,men,1798,1699
2017-02-17,North York,youth,1903,1901
2017-02-17,North York,co-ed,1463,2227
2017-02-17,North York,family,1848,1502
2017-02-17,Scarborough,women,1480,2312
2017-02-17,Scarborough,men,2049,2214
2017-02-17,Scarborough,youth,681,2444
2017-02-17,Scarborough,co-ed,2405,1772
2017-02-17,Scarborough,family,1904,1793
2017-02-17,Etobicoke,women,1197,2089
2017-02-17,Etobicoke,men,1643,2073
2017-02-17,Etobicoke,youth,1669,1866
2017-02-17,Etobicoke,co-ed,1010,2473
2017-02-17,Etobicoke,family,1955,2312
2017-02-18,Toronto,women,2426,1909
2017-02-18,Toronto,men,1085,1980
2017-02-18,Toronto,youth,1406,1993
2017-02-18,Toronto,co-ed,1708,1384
2017-02-18,Toronto,family,1308,878
2017-02-18,North York,women,1783,1292
2017-02-18,North York,men,1390,1333
2017-02-18,North York,youth,2211,1353
2017-02-18,North York,co-ed,1366,1641
2017-02-18,North York,family,1726,3339
2017-02-18,Scarborough,women,2362,2476
2017-02-18,Scarborough,men,1284,1305
2017-02-18,Scarborough,youth,1957,1954
2017-02-18,Scarborough,co-ed,1054,2082
2017-02-18,Scarborough,family,1712,1506
2017-02-18,Etobicoke,women,1047,2162
2017-02-18,Etobicoke,men,1983,1698
2017-02-18,Etobicoke,youth,1833,1368
2017-02-18,Etobicoke,co-ed,1909,1226
2017-02-18,Etobicoke,family,2414,2551
2017-02-19,Toronto,women,2126,2199
2017-02-19,Toronto,men,2194,2212
2017-02-19,Toronto,youth,1800,984
2017-02-19,Toronto,co-ed,1937,2353
2017-02-19,Toronto,family,1251,1421
2017-02-19,North York,women,1469,2730
2017-02-19,North York,men,1446,1657
2017-02-19,North York,youth,1695,1538
2017-02-19,North York,co-ed,1827,2217
2017-02-19,North York,family,2120,1421
2017-02-19,Scarborough,women,1945,1842
2017-02-19,Scarborough,men,1258,1413
2017-02-19,Scarborough,youth,1160,2190
2017-02-19,Scarborough,co-ed,2340,1671
2017-02-19,Scarborough,family,2776,1713
2017-02-19,Etobicoke,women,2534,1613
2017-02-19,Etobicoke,men,1419,2655
2017-02-19,Etobicoke,youth,1810,2383
2017-02-19,Etobicoke,co-ed,1467,1349
2017-02-19,Etobicoke,family,2169,1785
2017-02-20,Toronto,women,2296,2523
2017-02-20,Toronto,men,1387,2714
2017-02-20,Toronto,youth,2137,1190
2017-02-20,Toronto,co-ed,823,3092
2017-02-20,Toronto,family,1184,1930
2017-02-20,North York,women,1037,1774
2017-02-20,North York,men,1299,1213
2017-02-20,North York,youth,860,1326
2017-02-20,North York,co-ed,1800,2121
2017-02-20,North York,family,1083,1975
2017-02-20,Scarborough,women,1750,2564
2017-02-20,Scarborough,men,1627,967
2017-02-20,Scarborough,youth,1873,1213
2017-02-20,Scarborough,co-ed,1471,1446
2017-02-20,Scarborough,family,1373,1731
2017-02-20,Etobicoke,women,1637,1712
2017-02-20,Etobicoke,men,1408,1636
2017-02-20,Etobicoke,youth,2021,2246
2017-02-20,Etobicoke,co-ed,1797,527
2017-02-20,Etobicoke,family,1252,2285
2017-02-21,Toronto,women,1939,1351
2017-02-21,Toronto,men,2074,461
2017-02-21,Toronto,youth,1319,2275
2017-02-21,Toronto,co-ed,1589,1590
2017-02-21,Toronto,family,1604,1643
2017-02-21,North York,women,1166,1105
2017-02-21,North York,men,1763,1239
2017-02-21,North York,youth,656,1893
2017-02-21,North York,co-ed,1271,1405
2017-02-21,North York,family,1617,1683
2017-02-21,Scarborough,women,0,2503
2017-02-21,Scarborough,men,2241,1449
2017-02-21,Scarborough,youth,1444,2595
2017-02-21,Scarborough,co-ed,916,2147
2017-02-21,Scarborough,family,1060,1799
2017-02-21,Etobicoke,women,1232,1528
2017-02-21,Etobicoke,men,1649,1472
2017-02-21,Etobicoke,youth,1312,1398
2017-02-21,Etobicoke,co-ed,1648,1224
2017-02-21,Etobicoke,family,1784,1756
2017-02-22,Toronto,women,1922,1008
2017-02-22,Toronto,men,1608,3077
2017-02-22,Toronto,youth,1673,1210
2017-02-22,Toronto,co-ed,991,2023
2017-02-22,Toronto,family,2084,1018
2017-02-22,North York,women,1197,1232
2017-02-22,North York,men,1355,1956
2017-02-22,North York,youth,2266,1876
2017-02-22,North York,co-ed,1344,2273
2017-02-22,North York,family,884,1607
2017-02-22,Scarborough,women,1238,2027
2017-02-22,Scarborough,men,1276,1075
2017-02-22,Scarborough,youth,1430,2432
2017-02-22,Scarborough,co-ed,994,911
2017-02-22,Scarborough,family,2027,1699
2017-02-22,Etobicoke,women,1972,1851
2017-02-22,Etobicoke,men,2326,1813
2017-02-22,Etobicoke,youth,1056,2235
2017-02-22,Etobicoke,co-ed,805,2699
2017-02-22,Etobicoke,family,1166,1657
2017-02-23,Toronto,women,547,1229
2017-02-23,Toronto,men,2264,2507
2017-02-23,Toronto,youth,2148,1913
2017-02-23,Toronto,co-ed,2537,745
2017-02-23,Toronto,family,1948,1620
2017-02-23,North York,women,2429,1682
2017-02-23,North York,men,1829,2212
2017-02-23,North York,youth,2000,1658
2017-02-23,North York,co-ed,1672,2145
2017-02-23,North York,family,1837,1076
2017-02-23,Scarborough,women,2100,947
2017-02-23,Scarborough,men,1925,1226
2017-02-23,Scarborough,youth,1956,1684
2017-02-23,Scarborough,co-ed,878,2255
2017-02-23,Scarborough,family,2720,1615
2017-02-23,Etobicoke,women,699,2332
2017-02-23,Etobicoke,men,1711,1258
2017-02-23,Etobicoke,youth,1142,2104
2017-02-23,Etobicoke,co-ed,1442,2781
2017-02-23,Etobicoke,family,915,2125
2017-02-24,Toronto,women,1077,1420
2017-02-24,Toronto,men,2517,1934
2017-02-24,Toronto,youth,1327,1842
2017-02-24,Toronto,co-ed,1562,2535
2017-02-24,Toronto,family,1951,2358
2017-02-24,North York,women,1349,1279
2017-02-24,North York,men,1972,2667
2017-02-24,North York,youth,1965,2003
2017-02-24,North York,co-ed,1430,2264
2017-02-24,North York,family,2332,1819
2017-02-24,Scarborough,women,1698,1770
2017-02-24,Scarborough,men,1441,1782
2017-02-24,Scarborough,youth,2285,892
2017-02-24,Scarborough,co-ed,1961,1847
2017-02-24,Scarborough,family,1341,1274
2017-02-24,Etobicoke,women,1824,2218
2017-02-24,Etobicoke,men,1645,2036
2017-02-24,Etobicoke,youth,1777,1620
2017-02-24,Etobicoke,co-ed,2009,1950
2017-02-24,Etobicoke,family,1692,1695
2017-02-25,Toronto,women,1641,1411
2017-02-25,Toronto,men,900,2677
2017-02-25,Toronto,youth,1931,1945
2017-02-25,Toronto,co-ed,1732,2567
2017-02-25,Toronto,family,1323,1415
2017-02-25,North York,women,1836,2509
2017-02-25,North York,men,2227,2339
2017-02-25,North York,youth,1541,1183
2017-02-25,North York,co-ed,2541,1162
2017-02-25,North York,family,586,773
2017-02-25,Scarborough,women,1998,2020
2017-02-25,Scarborough,men,1790,2053
2017-02-25,Scarborough,youth,1417,1618
2017-02-25,Scarborough,co-ed,1649,2023
2017-02-25,Scarborough,family,1419,2105
2017-02-25,Etobicoke,women,1985,1922
2017-02-25,Etobicoke,men,1689,2826
2017-02-25,Etobicoke,youth,1924,1753
2017-02-25,Etobicoke,co-ed,1899,1870
2017-02-25,Etobicoke,family,1882,1640
2017-02-26,Toronto,women,1275,1584
2017-02-26,Toronto,men,1500,2174
2017-02-26,Toronto,youth,875,2437
2017-02-26,Toronto,co-ed,1829,1555
2017-02-26,Toronto,family,2062,1355
2017-02-26,North York,women,2245,1151
2017-02-26,North York,men,1914,2015
2017-02-26,North York,youth,675,1698
2017-02-26,North York,co-ed,1830,2576
2017-02-26,North York,family,1107,1490
2017-02-26,Scarborough,women,1782,2137
2017-02-26,Scarborough,men,1756,2301
2017-02-26,Scarborough,youth,1493,2103
2017-02-26,Scarborough,co-ed,1742,2029
2017-02-26,Scarborough,family,1877,1325
2017-02-26,Etobicoke,women,1746,1808
2017-02-26,Etobicoke,men,1328,2265
2017-02-26,Etobicoke,youth,1645,2136
2017-02-26,Etobicoke,co-ed,1498,950
2017-02-26,Etobicoke,family,1240,1244
2017-02-27,Toronto,women,2050,1697
2017-02-27,Toronto,men,1816,868
2017-02-27,Toronto,youth,2071,2483
2017-02-27,Toronto,co-ed,2233,1817
2017-02-27,Toronto,family,1086,1441
2017-02-27,North York,women,1015,1491
2017-02-27,North York,men,1138,2614
2017-02-27,North York,youth,1119,2047
2017-02-27,North York,co-ed,2391,1733
2017-02-27,North York,family,541,1949
2017-02-27,Scarborough,women,1131,1732
2017-02-27,Scarborough,men,1493,1937
2017-02-27,Scarborough,youth,1944,2350
2017-02-27,Scarborough,co-ed,2540,1993
2017-02-27,Scarborough,family,995,2288
2017-02-27,Etobicoke,women,758,1608
2017-02-27,Etobicoke,men,2128,2093
2017-02-27,Etobicoke,youth,1644,2224
2017-02-27,Etobicoke,co-ed,1640,1205
2017-02-27,Etobicoke,family,1256,2186
2017-02-28,Toronto,women,1804,2329
2017-02-28,Toronto,men,1538,1829
2017-02-28,Toronto,youth,1447,2106
2017-02-28,Toronto,co-ed,1844,1836
2017-02-28,Toronto,family,2659,1777
2017-02-28,North York,women,1138,1701
2017-02-28,North York,men,1656,1407
2017-02-28,North York,youth,554,1435
2017-02-28,North York,co-ed,2125,1094
2017-02-28,North York,family,1424,2155
2017-02-28,Scarborough,women,1832,2060
2017-02-28,Scarborough,men,1875,2469
2017-02-28,Scarborough,youth,2224,1843
2017-02-28,Scarborough,co-ed,2308,1729
2017-02-28,Scarborough,family,1101,1810
2017-02-28,Etobicoke,women,1528,1084
2017-02-28,Etobicoke,men,1974,1545
2017-02-28,Etobicoke,youth,2125,1478
2017-02-28,Etobicoke,co-ed,742,1655
2017-02-28,Etobicoke,family,1945,2015
2017-03-01,Toronto,women,2201,1877
2017-03-01,Toronto,men,854,998
2017-03-01,Toronto,youth,1584,1856
2017-03-01,Toronto,co-ed,1429,1242
2017-03-01,Toronto,family,1788,1609
2017-03-01,North York,women,1547,1243
2017-03-01,North York,men,1285,2108
2017-03-01,North York,youth,1028,2012
2017-03-01,North York,co-ed,1601,2002
2017-03-01,North York,family,943,1824
2017-03-01,Scarborough,women,1007,1693
2017-03-01,Scarborough,men,1662,1384
2017-03-01,Scarborough,youth,1023,2209
2017-03-01,Scarborough,co-ed,1620,1342
2017-03-01,Scarborough,family,1626,1543
2017-03-01,Etobicoke,women,2365,2041
2017-03-01,Etobicoke,men,1125,1883
2017-03-01,Etobicoke,youth,429,2195
2017-03-01,Etobicoke,co-ed,1374,1567
2017-03-01,Etobicoke,family,2027,1959
2017-03-02,Toronto,women,1410,1754
2017-03-02,Toronto,men,2073,2038
2017-03-02,Toronto,youth,1068,1788
2017-03-02,Toronto,co-ed,2015,838
2017-03-02,Toronto,family,1890,2113
2017-03-02,North York,women,1941,1759
2017-03-02,North York,men,1491,2008
2017-03-02,North York,youth,1490,2101
2017-03-02,North York,co-ed,1008,1107
2017-03-02,North York,family,1954,927
2017-03-02,Scarborough,women,1307,1670
2017-03-02,Scarborough,men,2432,1580
2017-03-02,Scarborough,youth,1435,1544
2017-03-02,Scarborough,co-ed,2060,1909
2017-03-02,Scarborough,family,1222,873
2017-03-02,Etobicoke,women,1164,1419
2017-03-02,Etobicoke,men,1032,1602
2017-03-02,Etobicoke,youth,1476,1569
2017-03-02,Etobicoke,co-ed,2319,2562
2017-03-02,Etobicoke,family,1372,3057
